FL_DATE,OP_CARRIER_AIRLINE_ID,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,ARR_TIME,ARR_DELAY
20190401,19805,305,MIA,SEA,1958,2026,28,2354,6
20190401,20409,63,JFK,SEA,0822,0856,34,1234,42
20190401,20409,263,JFK,SEA,1714,1705,-9,2023,-28
20190401,20409,264,SEA,JFK,2201,2153,-8,0553,-33
20190401,20409,464,SEA,JFK,1302,1457,115,2241,67
20190401,19790,128,SEA,LAX,1029,1023,-6,1301,-16
20190401,19790,129,LAX,SEA,1159,1158,-1,1432,-22
20190401,19790,183,JFK,SEA,0710,0709,-1,1017,-18
20190401,19790,540,SEA,LAX,2050,2046,-4,2326,-2
20190401,19790,553,LAX,SEA,0929,0927,-2,1153,-33
20190401,19790,635,AUS,SEA,0615,0612,-3,0856,-4
20190401,19790,748,SEA,AUS,1750,1810,20,2352,1
20190401,19790,824,SEA,JFK,2243,2245,2,0643,-17
20190401,19790,1120,SEA,JFK,1545,1549,4,2350,-15
20190401,19790,1307,SEA,JFK,1130,1130,0,1940,-15
20190401,19790,1390,LAX,SEA,1407,1421,14,1644,-16
20190401,19790,1887,SEA,HNL,0825,0818,-7,1144,-12
20190401,19790,1890,LAX,SEA,0600,0558,-2,0844,-15
20190401,19790,1906,LAX,SEA,0750,0816,26,1055,10
20190401,19790,1947,HNL,SEA,1315,1313,-2,2205,3
20190401,19790,2107,SEA,LAX,1130,1131,1,1415,0
20190401,19790,2137,SEA,LAX,1357,1352,-5,1634,-3
20190401,19790,2153,SEA,LAX,0755,0755,0,1116,37
20190401,19790,2215,SEA,HNL,1732,1729,-3,2050,-13
20190401,19790,2218,HNL,SEA,2218,2210,-8,0640,-30
20190401,19790,2218,SEA,JFK,0740,0735,-5,1527,-39
20190401,19690,21,SEA,HNL,0900,0859,-1,1247,27
20190401,19690,22,HNL,SEA,1320,1322,2,2202,2
20190401,19790,2264,LAX,SEA,1510,1509,-1,1728,-35
20190401,19790,2281,LAX,SEA,2041,2152,71,0010,45
20190401,19790,2377,SEA,LAX,0600,0600,0,0836,-13
20190401,19790,2414,LAX,SEA,1705,1704,-1,1921,-37
20190401,19790,2432,LAX,SEA,1900,1857,-3,2146,-1
20190401,19790,2616,SEA,LAX,1715,1745,30,2032,36
20190401,19790,2627,SEA,LAX,1854,1849,-5,2120,-10
20190401,19790,2643,SEA,LAX,1515,1514,-1,1756,4
20190401,19790,2950,JFK,SEA,1815,1814,-1,2120,-25
20190401,19790,2955,JFK,SEA,1615,1613,-2,1931,-20
20190401,19790,2978,JFK,SEA,1125,1123,-2,1443,3
20190401,19930,7,JFK,SEA,0700,0654,-6,1031,6
20190401,19930,18,SEA,JFK,2200,2159,-1,0602,-23
20190401,19930,145,SEA,HNL,1735,1728,-7,2043,-22
20190401,19930,286,SEA,LAX,0500,0452,-8,0731,-19
20190401,19930,310,SEA,LAX,0800,0751,-9,1052,-3
20190401,19930,349,JFK,SEA,0900,0909,9,1244,19
20190401,19930,403,LAX,SEA,0600,0601,1,0838,-17
20190401,19930,424,SEA,LAX,1345,1402,17,1652,12
20190401,19930,426,SEA,JFK,1345,1342,-3,2152,-28
20190401,19930,428,SEA,LAX,1555,1546,-9,1838,-7
20190401,19930,439,LAX,SEA,1645,1640,-5,1908,-32
20190401,19930,442,SEA,LAX,0900,0926,26,1158,3
20190401,19930,457,LAX,SEA,1735,1735,0,2018,-12
20190401,19930,460,SEA,LAX,0700,0652,-8,0939,-11
20190401,19930,465,LAX,SEA,1155,1153,-2,1445,-5
20190401,19930,467,LAX,SEA,1940,1937,-3,2214,-21
20190401,19930,531,LAX,SEA,0855,0855,0,1128,-22
20190401,19930,628,SEA,JFK,0705,0700,-5,1458,-42
20190401,19930,818,HNL,SEA,2205,2210,5,0636,-14
20190401,19930,851,SEA,HNL,1205,1205,0,1604,29
20190401,19930,852,HNL,SEA,1335,1338,3,2219,-6
20190401,19930,853,SEA,HNL,0825,0827,2,1209,14
20190401,19930,903,HNL,SEA,1055,1054,-1,1950,5
20190401,19930,1041,SEA,LAX,0600,0553,-7,0835,-20
20190401,19930,1043,SEA,LAX,1930,1922,-8,2204,-16
20190401,19930,1048,LAX,SEA,0700,0655,-5,0932,-23
20190401,19930,1052,LAX,SEA,1530,1522,-8,1800,-25
20190401,19930,1056,SEA,LAX,2130,2124,-6,2358,-22
20190401,19930,1063,JFK,SEA,1855,1900,5,2238,13
20190401,19930,1144,SEA,AUS,0750,0824,34,1419,24
20190401,19930,1146,SEA,AUS,1745,1733,-12,2315,-30
20190401,19930,1158,SEA,LAX,1020,1013,-7,1254,-21
20190401,19930,1163,AUS,SEA,0620,0653,33,0928,28
20190401,19930,1400,SEA,LAX,1630,1628,-2,1919,-1
20190401,19930,1424,SEA,LAX,1445,1441,-4,1725,-10
20190401,19930,1474,SEA,LAX,1750,1755,5,2110,30
20190401,19930,1477,LAX,SEA,0955,0951,-4,1232,-18
20190401,19930,1487,LAX,SEA,2040,2037,-3,2328,-7
20190401,19930,1781,LAX,SEA,0800,0751,-9,1036,-19
20190401,19930,1786,SEA,LAX,1150,1241,51,1517,32
20190401,19930,1787,LAX,SEA,1055,1051,-4,1320,-30
20190401,19930,1789,LAX,SEA,1320,1314,-6,1546,-29
20190401,19930,1793,AUS,SEA,1955,1955,0,2220,-10
20190401,19930,1924,LAX,SEA,1840,1835,-5,2102,-33
20190401,20304,5443,SEA,LAX,1208,1208,0,1507,8
20190401,20304,5475,LAX,SEA,1515,1508,-7,1739,-36
20190401,20304,5608,LAX,SEA,0810,0806,-4,1121,-6
20190401,20304,5703,SEA,LAX,1855,1848,-7,2129,-20
20190401,19805,1471,SEA,MIA,2105,2118,13,0534,-16
20190402,19930,7,JFK,SEA,0700,0700,0,1006,-19
20190402,19930,18,SEA,JFK,2200,2154,-6,0552,-33
20190402,19930,145,SEA,HNL,1735,1734,-1,2100,-5
20190402,19930,286,SEA,LAX,0500,0455,-5,0741,-9
20190402,19930,310,SEA,LAX,0800,0753,-7,1051,-4
20190402,19930,349,JFK,SEA,0900,0859,-1,1207,-18
20190402,19930,403,LAX,SEA,0600,0557,-3,0847,-8
20190402,19930,424,SEA,LAX,1345,1338,-7,1623,-17
20190402,19930,426,SEA,JFK,1345,1343,-2,2140,-40
20190402,19930,428,SEA,LAX,1555,1551,-4,1849,4
20190402,19930,439,LAX,SEA,1645,1638,-7,1944,4
20190402,19930,442,SEA,LAX,0900,0852,-8,1143,-12
20190402,19930,457,LAX,SEA,1735,1733,-2,2029,-1
20190402,19930,460,SEA,LAX,0700,0652,-8,0939,-11
20190402,19930,465,LAX,SEA,1155,1154,-1,1436,-14
20190402,19930,467,LAX,SEA,1940,1936,-4,2305,30
20190402,19930,477,LAX,SEA,0955,0946,-9,1249,-1
20190402,19930,531,LAX,SEA,0855,0912,17,1143,-7
20190402,19930,628,SEA,JFK,0705,0710,5,1517,-23
20190402,19930,818,HNL,SEA,2205,2202,-3,0638,-12
20190402,19930,851,SEA,HNL,1205,1205,0,1557,22
20190402,19930,852,HNL,SEA,1335,1326,-9,2210,-15
20190402,19930,853,SEA,HNL,0825,0826,1,1155,0
20190402,19930,903,HNL,SEA,1055,1100,5,1942,-3
20190402,19930,1041,SEA,LAX,0600,0553,-7,0844,-11
20190402,19930,1043,SEA,LAX,1930,1923,-7,2155,-25
20190402,19930,1048,LAX,SEA,0700,0700,0,0959,4
20190402,19930,1052,LAX,SEA,1530,1523,-7,1817,-8
20190402,19930,1056,SEA,LAX,2130,2133,3,2356,-24
20190402,19930,1063,JFK,SEA,1855,1905,10,2256,31
20190402,19930,1144,SEA,AUS,0750,0800,10,1432,37
20190402,19930,1146,SEA,AUS,1745,1741,-4,2335,-10
20190402,19930,1158,SEA,LAX,1020,1012,-8,1311,-4
20190402,19930,1163,AUS,SEA,0620,0608,-12,0844,-16
20190402,19930,1400,SEA,LAX,1630,1623,-7,1853,-27
20190402,19930,1474,SEA,LAX,1750,1746,-4,2021,-19
20190402,19930,1487,LAX,SEA,2040,2106,26,0006,31
20190402,19930,1781,LAX,SEA,0800,0753,-7,1036,-19
20190402,19930,1786,SEA,LAX,1150,1333,103,1624,99
20190402,19930,1789,LAX,SEA,1320,1310,-10,1553,-22
20190402,19930,1793,AUS,SEA,1955,1950,-5,2208,-22
20190402,19930,1924,LAX,SEA,1840,1839,-1,2130,-5
20190402,20304,5443,SEA,LAX,1205,1230,25,1507,8
20190402,20304,5475,LAX,SEA,1515,1511,-4,1812,-3
20190402,20304,5608,LAX,SEA,0810,0802,-8,1128,1
20190402,20304,5703,SEA,LAX,1855,1850,-5,2128,-21
20190402,19805,1471,SEA,MIA,2104,2059,-5,0527,-23
20190402,19790,128,SEA,LAX,0934,0929,-5,1214,-2
20190402,19790,129,LAX,SEA,1105,1102,-3,1342,-20
20190402,19790,182,SEA,JFK,1125,1121,-4,1933,-27
20190402,19790,183,JFK,SEA,0710,0707,-3,1015,-3
20190402,19790,748,SEA,AUS,1735,1726,-9,2326,0
20190402,19790,762,SEA,HNL,1259,1259,0,1615,-21
20190402,19790,824,SEA,JFK,2240,2238,-2,0657,-3
20190402,19790,1769,AUS,SEA,0615,0612,-3,0837,-21
20190402,19790,1890,LAX,SEA,0600,0557,-3,0836,-18
20190402,19790,1906,LAX,SEA,0757,0800,3,1043,-12
20190402,19790,2107,SEA,LAX,1135,1138,3,1405,-15
20190402,19790,2137,SEA,LAX,1330,1323,-7,1549,-28
20190402,19790,2153,SEA,LAX,0740,0737,-3,1008,-19
20190402,19790,2218,HNL,SEA,2203,2157,-6,0642,-2
20190402,19790,2218,SEA,JFK,0743,0740,-3,1544,-24
20190402,19790,2264,LAX,SEA,1510,1538,28,1823,20
20190402,19790,2377,SEA,LAX,0600,0600,0,0836,-4
20190402,19790,2414,LAX,SEA,1705,1701,-4,1947,-15
20190402,19790,2432,LAX,SEA,1909,1906,-3,2144,-16
20190402,19790,2614,LAX,SEA,0915,0918,3,1157,-19
20190402,19790,2635,SEA,LAX,1520,1534,14,1804,6
20190402,19790,2638,LAX,SEA,1306,1314,8,1549,-9
20190402,19790,2643,SEA,LAX,1715,1708,-7,1938,-21
20190402,19790,2645,SEA,LAX,1916,1908,-8,2136,-24
20190402,19790,2950,JFK,SEA,1815,1812,-3,2108,-41
20190402,19790,2955,JFK,SEA,1630,1625,-5,1945,-14
20190402,19690,21,SEA,HNL,0900,0858,-2,1154,-26
20190402,19690,22,HNL,SEA,1320,1335,15,2220,20
20190402,19805,305,MIA,SEA,1958,2006,8,2342,-5
20190402,20409,63,JFK,SEA,0822,0815,-7,1135,-17
20190402,20409,263,JFK,SEA,1714,1709,-5,2035,-16
20190402,20409,264,SEA,JFK,2201,2153,-8,0549,-37
20190402,20409,464,SEA,JFK,1302,1252,-10,2052,-42
20190403,19805,305,MIA,SEA,1958,1955,-3,2346,-1
20190403,19790,2377,SEA,LAX,0600,0554,-6,0822,-18
20190403,19790,2414,LAX,SEA,1705,1700,-5,1933,-29
20190403,19790,2432,LAX,SEA,1909,1905,-4,2133,-27
20190403,19790,2614,LAX,SEA,0915,0912,-3,1203,-13
20190403,19790,2635,SEA,LAX,1520,1542,22,1811,13
20190403,19790,2638,LAX,SEA,1306,1306,0,1547,-11
20190403,19790,2643,SEA,LAX,1715,1705,-10,1932,-27
20190403,19790,2645,SEA,LAX,1916,1911,-5,2201,1
20190403,19790,2950,JFK,SEA,1815,1830,15,2147,-2
20190403,19790,2955,JFK,SEA,1630,1625,-5,2044,45
20190403,19790,2978,JFK,SEA,1129,1124,-5,1459,19
20190403,20409,63,JFK,SEA,0822,0813,-9,1152,0
20190403,20409,263,JFK,SEA,1714,1730,16,2128,37
20190403,20409,264,SEA,JFK,2201,2233,32,0615,-11
20190403,20409,464,SEA,JFK,1302,1301,-1,2100,-34
20190403,19790,2107,SEA,LAX,1135,1132,-3,1419,-1
20190403,19790,2137,SEA,LAX,1330,1333,3,1611,-6
20190403,19790,2153,SEA,LAX,0740,0904,84,1127,60
20190403,19790,2215,SEA,HNL,1732,1732,0,2043,-5
20190403,19790,2218,HNL,SEA,2203,2158,-5,0643,-1
20190403,19790,2218,SEA,JFK,0743,0746,3,1556,-19
20190403,19790,2264,LAX,SEA,1510,1515,5,1759,-4
20190403,19690,21,SEA,HNL,0900,0852,-8,1158,-22
20190403,19690,22,HNL,SEA,1320,1346,26,2231,31
20190403,19790,128,SEA,LAX,0934,0932,-2,1200,-16
20190403,19790,129,LAX,SEA,1105,1100,-5,1339,-23
20190403,19790,182,SEA,JFK,1125,1124,-1,1947,-13
20190403,19790,183,JFK,SEA,0710,0708,-2,1026,8
20190403,19790,748,SEA,AUS,1735,1739,4,2319,-7
20190403,19790,824,SEA,JFK,2240,2238,-2,0633,-29
20190403,19790,1120,SEA,JFK,1545,1602,17,0044,28
20190403,19790,1769,AUS,SEA,0615,0611,-4,0846,-12
20190403,19790,1887,SEA,HNL,0825,0826,1,1134,-12
20190403,19790,1890,LAX,SEA,0600,0558,-2,0847,-7
20190403,19790,1906,LAX,SEA,0757,0751,-6,1044,-11
20190403,19790,1947,HNL,SEA,1301,1303,2,2201,15
20190403,20304,5443,SEA,LAX,1205,1202,-3,1456,-3
20190403,20304,5475,LAX,SEA,1515,1537,22,1824,9
20190403,20304,5608,LAX,SEA,0810,0808,-2,1129,2
20190403,20304,5703,SEA,LAX,1855,1854,-1,2139,-10
20190403,19930,7,JFK,SEA,0700,0653,-7,1036,11
20190403,19930,18,SEA,JFK,2200,2159,-1,0557,-28
20190403,19930,145,SEA,HNL,1735,1731,-4,2050,-15
20190403,19930,286,SEA,LAX,0500,0455,-5,0725,-25
20190403,19930,310,SEA,LAX,0800,0756,-4,1043,-12
20190403,19930,349,JFK,SEA,0900,0858,-2,1241,16
20190403,19930,403,LAX,SEA,0600,0554,-6,0858,3
20190403,19930,424,SEA,LAX,1345,1350,5,1624,-16
20190403,19930,426,SEA,JFK,1345,1548,123,0011,111
20190403,19930,439,LAX,SEA,1645,1637,-8,1912,-28
20190403,19930,442,SEA,LAX,0900,0854,-6,1152,-3
20190403,19930,457,LAX,SEA,1735,1728,-7,2001,-29
20190403,19930,460,SEA,LAX,0700,0701,1,0936,-14
20190403,19930,465,LAX,SEA,1155,1150,-5,1447,-3
20190403,19930,467,LAX,SEA,1940,1932,-8,2213,-22
20190403,19930,477,LAX,SEA,0955,0950,-5,1252,2
20190403,19930,531,LAX,SEA,0855,0851,-4,1148,-2
20190403,19930,628,SEA,JFK,0705,0701,-4,1511,-29
20190403,19930,818,HNL,SEA,2205,2159,-6,0656,6
20190403,19930,851,SEA,HNL,1205,1215,10,1555,20
20190403,19930,852,HNL,SEA,1335,1328,-7,2226,1
20190403,19930,853,SEA,HNL,0825,0822,-3,1148,-7
20190403,19930,903,HNL,SEA,1055,1045,-10,1932,-13
20190403,19930,1041,SEA,LAX,0600,0558,-2,0835,-20
20190403,19930,1043,SEA,LAX,1930,1928,-2,2203,-17
20190403,19930,1048,LAX,SEA,0700,0647,-13,0935,-20
20190403,19930,1052,LAX,SEA,1530,1517,-13,1805,-20
20190403,19930,1056,SEA,LAX,2130,2123,-7,2356,-24
20190403,19930,1063,JFK,SEA,1855,1938,43,2255,30
20190403,19930,1144,SEA,AUS,0750,0743,-7,1350,-5
20190403,19930,1146,SEA,AUS,1745,1736,-9,2335,-10
20190403,19930,1158,SEA,LAX,1020,1013,-7,1259,-16
20190403,19930,1163,AUS,SEA,0620,0613,-7,0832,-28
20190403,19930,1400,SEA,LAX,1630,1622,-8,1855,-25
20190403,19930,1424,SEA,LAX,1445,1447,2,1742,7
20190403,19930,1428,SEA,LAX,1555,1632,37,1912,27
20190403,19930,1474,SEA,LAX,1750,1746,-4,2030,-10
20190403,19930,1487,LAX,SEA,2040,2055,15,2342,7
20190403,19930,1781,LAX,SEA,0800,0752,-8,1052,-3
20190403,19930,1786,SEA,LAX,1150,1150,0,1449,4
20190403,19930,1787,LAX,SEA,1055,1056,1,1339,-11
20190403,19930,1789,LAX,SEA,1320,1323,3,1608,-7
20190403,19930,1793,AUS,SEA,1955,1949,-6,2229,-1
20190403,19930,1924,LAX,SEA,1840,1836,-4,2118,-17
20190403,19805,1471,SEA,MIA,2104,2059,-5,0540,-10
20190404,19930,7,JFK,SEA,0700,0653,-7,1046,21
20190404,19930,18,SEA,JFK,2200,2156,-4,0615,-10
20190404,19930,145,SEA,HNL,1735,1731,-4,2050,-15
20190404,19930,286,SEA,LAX,0500,0458,-2,0749,-1
20190404,19930,310,SEA,LAX,0800,0756,-4,1056,1
20190404,19930,349,JFK,SEA,0900,0853,-7,1232,7
20190404,19930,403,LAX,SEA,0600,0551,-9,0826,-29
20190404,19930,426,SEA,JFK,1345,1344,-1,2147,-33
20190404,19930,428,SEA,LAX,1555,1547,-8,1828,-17
20190404,19930,439,LAX,SEA,1645,1638,-7,1915,-25
20190404,19930,442,SEA,LAX,0900,0915,15,1152,-3
20190404,19930,457,LAX,SEA,1735,1734,-1,2021,-9
20190404,19930,460,SEA,LAX,0700,0700,0,1009,19
20190404,19930,465,LAX,SEA,1155,1143,-12,1430,-20
20190404,19930,467,LAX,SEA,1940,1935,-5,2208,-27
20190404,19930,477,LAX,SEA,0955,0959,4,1243,-7
20190404,19930,531,LAX,SEA,0855,0854,-1,1132,-18
20190404,19930,628,SEA,JFK,0705,0659,-6,1504,-36
20190404,19930,818,HNL,SEA,2205,2153,-12,0652,2
20190404,19930,851,SEA,HNL,1205,1208,3,1528,-7
20190404,19930,852,HNL,SEA,1335,1328,-7,2218,-7
20190404,19930,853,SEA,HNL,0825,0826,1,1136,-19
20190404,19930,903,HNL,SEA,1055,1048,-7,1930,-15
20190404,19930,1041,SEA,LAX,0600,0616,16,0921,26
20190404,19930,1043,SEA,LAX,1930,1923,-7,2157,-23
20190404,19930,1048,LAX,SEA,0700,0701,1,0952,-3
20190404,19930,1052,LAX,SEA,1530,1537,7,1820,-5
20190404,19930,1056,SEA,LAX,2130,2135,5,0017,-3
20190404,19930,1063,JFK,SEA,1855,1924,29,2322,57
20190404,19930,1144,SEA,AUS,0750,0746,-4,1347,-8
20190404,19930,1146,SEA,AUS,1745,1858,73,0059,74
20190404,19930,1158,SEA,LAX,1020,1051,31,1331,16
20190404,19930,1163,AUS,SEA,0620,0616,-4,0854,-6
20190404,19930,1400,SEA,LAX,1630,1621,-9,1916,-4
20190404,19930,1424,SEA,LAX,1445,1456,11,1734,-1
20190404,19930,1426,SEA,LAX,1345,1343,-2,1629,-11
20190404,19930,1474,SEA,LAX,1750,1746,-4,2040,0
20190404,19930,1487,LAX,SEA,2040,2124,44,0020,45
20190404,19930,1781,LAX,SEA,0800,0754,-6,1048,-7
20190404,19930,1786,SEA,LAX,1150,1147,-3,1444,-1
20190404,19930,1787,LAX,SEA,1055,1125,30,1408,18
20190404,19930,1789,LAX,SEA,1320,1344,24,1617,2
20190404,19930,1793,AUS,SEA,1955,1946,-9,2221,-9
20190404,19930,1924,LAX,SEA,1840,1829,-11,2125,-10
20190404,19805,1471,SEA,MIA,2104,2101,-3,0533,-17
20190404,20304,5443,SEA,LAX,1208,1209,1,1510,9
20190404,20304,5475,LAX,SEA,1515,1508,-7,1753,-22
20190404,20304,5608,LAX,SEA,0810,0802,-8,1111,-16
20190404,20304,5703,SEA,LAX,1855,1848,-7,2140,-9
20190404,19790,2377,SEA,LAX,0600,0557,-3,0838,-2
20190404,19790,2414,LAX,SEA,1705,1719,14,1946,-16
20190404,19790,2432,LAX,SEA,1909,1908,-1,2137,-23
20190404,19790,2614,LAX,SEA,0915,0908,-7,1159,-17
20190404,19790,2635,SEA,LAX,1520,1529,9,1809,11
20190404,19790,2638,LAX,SEA,1306,1305,-1,1531,-27
20190404,19790,2643,SEA,LAX,1715,1712,-3,1956,-3
20190404,19790,2645,SEA,LAX,1916,1924,8,2204,4
20190404,19790,2950,JFK,SEA,1815,1810,-5,2110,-39
20190404,19790,2955,JFK,SEA,1630,1623,-7,1913,-46
20190404,19790,2978,JFK,SEA,1129,1121,-8,1446,6
20190404,19690,21,SEA,HNL,0900,0854,-6,1313,53
20190404,19690,22,HNL,SEA,1320,1335,15,2226,26
20190404,19805,305,MIA,SEA,1958,1956,-2,2346,-1
20190404,19790,128,SEA,LAX,0934,0933,-1,1216,0
20190404,19790,129,LAX,SEA,1105,1103,-2,1325,-37
20190404,19790,182,SEA,JFK,1125,1135,10,1936,-24
20190404,19790,183,JFK,SEA,0710,0703,-7,1038,20
20190404,19790,748,SEA,AUS,1735,1729,-6,2331,5
20190404,19790,824,SEA,JFK,2240,2237,-3,0636,-26
20190404,19790,1120,SEA,JFK,1545,1601,16,2345,-31
20190404,19790,1769,AUS,SEA,0615,0616,1,0850,-8
20190404,19790,1785,SEA,LAX,2058,2055,-3,2334,-6
20190404,19790,1887,SEA,HNL,0825,0824,-1,1130,-16
20190404,19790,1890,LAX,SEA,0600,0556,-4,0827,-27
20190404,19790,1906,LAX,SEA,0757,0751,-6,1021,-34
20190404,19790,1947,HNL,SEA,1301,1259,-2,2145,-1
20190404,19790,2107,SEA,LAX,1135,1129,-6,1411,-9
20190404,19790,2137,SEA,LAX,1330,1337,7,1608,-9
20190404,19790,2153,SEA,LAX,0740,0745,5,1033,6
20190404,19790,2215,SEA,HNL,1732,1731,-1,2104,16
20190404,19790,2218,HNL,SEA,2203,2258,55,0747,63
20190404,19790,2218,SEA,JFK,0743,0743,0,1548,-27
20190404,19790,2264,LAX,SEA,1510,1510,0,1745,-18
20190404,19790,2281,LAX,SEA,2059,2119,20,0007,14
20190404,20409,63,JFK,SEA,0822,0820,-2,1215,23
20190404,20409,263,JFK,SEA,1714,1708,-6,2032,-19
20190404,20409,264,SEA,JFK,2201,2208,7,0614,-12
20190404,20409,464,SEA,JFK,1302,1321,19,2058,-36
20190405,19805,305,MIA,SEA,1958,2005,7,2328,-19
20190405,20409,63,JFK,SEA,0822,0829,7,1130,-22
20190405,20409,263,JFK,SEA,1718,1710,-8,2040,-14
20190405,20409,264,SEA,JFK,2204,2201,-3,0611,-18
20190405,20409,464,SEA,JFK,1302,1316,14,2126,-8
20190405,19790,128,SEA,LAX,0934,0927,-7,1210,-6
20190405,19790,129,LAX,SEA,1105,1100,-5,1319,-43
20190405,19790,182,SEA,JFK,1125,1123,-2,1946,-14
20190405,19790,183,JFK,SEA,0710,0706,-4,1018,0
20190405,19790,748,SEA,AUS,1735,1719,-16,2330,4
20190405,19790,824,SEA,JFK,2240,2238,-2,0645,-17
20190405,19790,1120,SEA,JFK,1545,1555,10,0014,-2
20190405,19790,1769,AUS,SEA,0615,0612,-3,0832,-26
20190405,19790,1785,SEA,LAX,2058,2057,-1,2321,-19
20190405,19790,1887,SEA,HNL,0825,0825,0,1156,10
20190405,19790,1890,LAX,SEA,0600,0600,0,0850,-4
20190405,19790,1906,LAX,SEA,0757,0807,10,1051,-4
20190405,19790,1947,HNL,SEA,1301,1310,9,2137,-9
20190405,19790,2107,SEA,LAX,1135,1137,2,1426,6
20190405,19790,2137,SEA,LAX,1330,1324,-6,1614,-3
20190405,19790,2153,SEA,LAX,0740,0736,-4,1013,-14
20190405,19790,2215,SEA,HNL,1732,1734,2,2114,26
20190405,19790,2218,HNL,SEA,2203,2224,21,0629,-15
20190405,19790,2218,SEA,JFK,0743,0739,-4,1549,-26
20190405,19790,2264,LAX,SEA,1510,1513,3,1748,-15
20190405,19790,2281,LAX,SEA,2059,2131,32,0009,16
20190405,19790,2377,SEA,LAX,0600,0553,-7,0836,-4
20190405,19790,2414,LAX,SEA,1705,1702,-3,1938,-24
20190405,19790,2432,LAX,SEA,1909,1905,-4,2152,-8
20190405,19790,2614,LAX,SEA,0915,0911,-4,1151,-25
20190405,19790,2635,SEA,LAX,1520,1530,10,1805,7
20190405,19790,2638,LAX,SEA,1306,1305,-1,1544,-14
20190405,19790,2643,SEA,LAX,1715,1718,3,2005,6
20190405,19790,2645,SEA,LAX,1916,1912,-4,2233,33
20190405,19790,2950,JFK,SEA,1815,2123,188,0014,145
20190405,19790,2955,JFK,SEA,1630,1625,-5,1943,-16
20190405,19790,2978,JFK,SEA,1129,1127,-2,1451,11
20190405,19690,21,SEA,HNL,0900,0900,0,1224,4
20190405,19690,22,HNL,SEA,1320,1339,19,2214,14
20190405,20304,5443,SEA,LAX,1208,1217,9,1522,21
20190405,20304,5475,LAX,SEA,1515,1512,-3,1745,-30
20190405,20304,5608,LAX,SEA,0810,0838,28,1149,22
20190405,20304,5703,SEA,LAX,1855,1854,-1,2133,-16
20190405,19930,7,JFK,SEA,0700,0659,-1,1011,-14
20190405,19930,18,SEA,JFK,2200,2159,-1,0626,1
20190405,19930,145,SEA,HNL,1735,1728,-7,2107,2
20190405,19930,310,SEA,LAX,0800,0758,-2,1047,-8
20190405,19930,349,JFK,SEA,0900,0857,-3,1209,-16
20190405,19930,403,LAX,SEA,0600,0554,-6,0842,-13
20190405,19930,404,SEA,LAX,0600,0553,-7,0858,3
20190405,19930,424,SEA,LAX,1345,1341,-4,1643,3
20190405,19930,426,SEA,JFK,1345,1354,9,2217,-3
20190405,19930,428,SEA,LAX,1555,1546,-9,1908,23
20190405,19930,439,LAX,SEA,1645,1638,-7,1925,-15
20190405,19930,442,SEA,LAX,0900,0909,9,1155,0
20190405,19930,457,LAX,SEA,1735,1728,-7,2023,-7
20190405,19930,460,SEA,LAX,0700,0656,-4,0941,-9
20190405,19930,465,LAX,SEA,1155,1149,-6,1443,-7
20190405,19930,467,LAX,SEA,1940,1954,14,2251,16
20190405,19930,477,LAX,SEA,0955,0958,3,1236,-14
20190405,19930,531,LAX,SEA,0855,0844,-11,1126,-24
20190405,19930,628,SEA,JFK,0705,0657,-8,1455,-45
20190405,19930,818,HNL,SEA,2205,2203,-2,0612,-38
20190405,19930,851,SEA,HNL,1205,1159,-6,1551,16
20190405,19930,852,HNL,SEA,1335,1330,-5,2217,-8
20190405,19930,853,SEA,HNL,0825,0825,0,1202,7
20190405,19930,903,HNL,SEA,1055,1044,-11,1920,-25
20190405,19930,1033,SEA,LAX,0500,0511,11,0743,-7
20190405,19930,1043,SEA,LAX,1930,2010,40,2256,36
20190405,19930,1048,LAX,SEA,0700,0651,-9,0948,-7
20190405,19930,1052,LAX,SEA,1530,1532,2,1829,4
20190405,19930,1063,JFK,SEA,1855,1955,60,2315,50
20190405,19930,1144,SEA,AUS,0750,0800,10,1420,25
20190405,19930,1146,SEA,AUS,1745,1739,-6,0013,28
20190405,19930,1158,SEA,LAX,1020,1012,-8,1316,1
20190405,19930,1163,AUS,SEA,0620,0612,-8,0830,-30
20190405,19930,1400,SEA,LAX,1630,1632,2,1904,-16
20190405,19930,1424,SEA,LAX,1445,1441,-4,1726,-9
20190405,19930,1474,SEA,LAX,1750,1939,109,2159,79
20190405,19930,1487,LAX,SEA,2040,2038,-2,2322,-13
20190405,19930,1781,LAX,SEA,0800,0753,-7,1028,-27
20190405,19930,1786,SEA,LAX,1150,1145,-5,1435,-10
20190405,19930,1787,LAX,SEA,1055,1050,-5,1324,-26
20190405,19930,1789,LAX,SEA,1320,1455,95,1812,117
20190405,19930,1793,AUS,SEA,1955,2028,33,2244,14
20190405,19930,1924,LAX,SEA,1840,1912,32,2247,72
20190405,19805,1471,SEA,MIA,2104,2101,-3,0549,-1
20190406,19790,2137,SEA,LAX,1200,1157,-3,1430,-15
20190406,19790,2215,SEA,HNL,1732,1726,-6,2136,51
20190406,19790,2218,HNL,SEA,2203,2248,45,0649,7
20190406,19790,2218,SEA,JFK,0743,0743,0,1549,-23
20190406,19790,2377,SEA,LAX,0600,0559,-1,0837,-3
20190406,19790,2414,LAX,SEA,1630,1628,-2,1907,-12
