,FL_DATE,OP_CARRIER_AIRLINE_ID,OP_CARRIER_FL_NUM,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
7003,2019-03-28,19930,310,SEA,"Seattle, WA",LAX,"Los Angeles, CA",800,800.0,0.0,22.0,26.0,1055,1106.0,11.0,0.0,,0.0,,,,,
7004,2019-03-28,19930,400,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1630,1625.0,-5.0,14.0,15.0,1920,1907.0,-13.0,0.0,,0.0,,,,,
7005,2019-03-28,19930,403,LAX,"Los Angeles, CA",SEA,"Seattle, WA",600,600.0,0.0,22.0,11.0,855,852.0,-3.0,0.0,,0.0,,,,,
7006,2019-03-28,19930,428,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1555,1550.0,-5.0,27.0,12.0,1845,1837.0,-8.0,0.0,,0.0,,,,,
7007,2019-03-28,19930,439,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1645,1728.0,43.0,15.0,10.0,1940,2007.0,27.0,0.0,,0.0,0.0,0.0,0.0,0.0,27.0
7008,2019-03-28,19930,442,SEA,"Seattle, WA",LAX,"Los Angeles, CA",900,857.0,-3.0,11.0,9.0,1155,1130.0,-25.0,0.0,,0.0,,,,,
7009,2019-03-28,19790,2107,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1130,1138.0,8.0,18.0,7.0,1415,1410.0,-5.0,0.0,,0.0,,,,,
7010,2019-03-28,19930,457,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1735,1730.0,-5.0,23.0,9.0,2030,2018.0,-12.0,0.0,,0.0,,,,,
7011,2019-03-28,19930,465,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1155,1151.0,-4.0,26.0,8.0,1450,1439.0,-11.0,0.0,,0.0,,,,,
7012,2019-03-28,19930,467,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1940,1957.0,17.0,22.0,9.0,2235,2238.0,3.0,0.0,,0.0,,,,,
7013,2019-03-28,19930,477,LAX,"Los Angeles, CA",SEA,"Seattle, WA",955,957.0,2.0,22.0,9.0,1250,1234.0,-16.0,0.0,,0.0,,,,,
7014,2019-03-28,19930,487,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2040,2037.0,-3.0,18.0,9.0,2335,2318.0,-17.0,0.0,,0.0,,,,,
7015,2019-03-28,19930,531,LAX,"Los Angeles, CA",SEA,"Seattle, WA",855,857.0,2.0,34.0,9.0,1150,1146.0,-4.0,0.0,,0.0,,,,,
7016,2019-03-28,19930,1041,SEA,"Seattle, WA",LAX,"Los Angeles, CA",600,601.0,1.0,16.0,19.0,855,849.0,-6.0,0.0,,0.0,,,,,
7018,2019-03-28,19930,460,SEA,"Seattle, WA",LAX,"Los Angeles, CA",700,658.0,-2.0,12.0,13.0,950,938.0,-12.0,0.0,,0.0,,,,,
7019,2019-03-28,19790,1887,SEA,"Seattle, WA",HNL,"Honolulu, HI",825,820.0,-5.0,20.0,13.0,1156,1154.0,-2.0,0.0,,0.0,,,,,
7021,2019-03-28,19790,2264,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1510,1521.0,11.0,12.0,9.0,1803,1753.0,-10.0,0.0,,0.0,,,,,
7022,2019-03-28,19790,2978,JFK,"New York, NY",SEA,"Seattle, WA",1125,1119.0,-6.0,19.0,9.0,1440,1423.0,-17.0,0.0,,0.0,,,,,
7023,2019-03-28,19790,2955,JFK,"New York, NY",SEA,"Seattle, WA",1615,1615.0,0.0,14.0,8.0,1951,1915.0,-36.0,0.0,,0.0,,,,,
7024,2019-03-28,19790,2153,SEA,"Seattle, WA",LAX,"Los Angeles, CA",755,755.0,0.0,30.0,6.0,1039,1049.0,10.0,0.0,,0.0,,,,,
7025,2019-03-28,19790,2954,JFK,"New York, NY",SEA,"Seattle, WA",710,707.0,-3.0,22.0,11.0,1035,1020.0,-15.0,0.0,,0.0,,,,,
7026,2019-03-28,19790,2218,HNL,"Honolulu, HI",SEA,"Seattle, WA",2218,2210.0,-8.0,15.0,11.0,710,644.0,-26.0,0.0,,0.0,,,,,
7027,2019-03-28,19790,2215,SEA,"Seattle, WA",HNL,"Honolulu, HI",1732,1729.0,-3.0,20.0,8.0,2103,2049.0,-14.0,0.0,,0.0,,,,,
7029,2019-03-28,19790,2950,JFK,"New York, NY",SEA,"Seattle, WA",1815,1807.0,-8.0,23.0,14.0,2145,2125.0,-20.0,0.0,,0.0,,,,,
7030,2019-03-28,19790,824,SEA,"Seattle, WA",JFK,"New York, NY",2243,2242.0,-1.0,13.0,8.0,700,656.0,-4.0,0.0,,0.0,,,,,
7031,2019-03-28,19790,2218,SEA,"Seattle, WA",JFK,"New York, NY",740,742.0,2.0,18.0,7.0,1606,1541.0,-25.0,0.0,,0.0,,,,,
7032,2019-03-28,20304,5475,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1510,1504.0,-6.0,20.0,10.0,1810,1751.0,-19.0,0.0,,0.0,,,,,
7033,2019-03-28,20304,5384,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1235,1230.0,-5.0,20.0,11.0,1528,1518.0,-10.0,0.0,,0.0,,,,,
7034,2019-03-28,19790,2643,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1515,1510.0,-5.0,11.0,5.0,1752,1740.0,-12.0,0.0,,0.0,,,,,
7035,2019-03-28,19790,2627,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1854,1853.0,-1.0,11.0,6.0,2130,2118.0,-12.0,0.0,,0.0,,,,,
7036,2019-03-28,19790,2616,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1715,1711.0,-4.0,12.0,5.0,1956,1945.0,-11.0,0.0,,0.0,,,,,
7037,2019-03-28,19790,2432,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1900,1857.0,-3.0,9.0,12.0,2147,2133.0,-14.0,0.0,,0.0,,,,,
7038,2019-03-28,19790,2414,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1705,1701.0,-4.0,17.0,10.0,1958,1939.0,-19.0,0.0,,0.0,,,,,
7039,2019-03-28,19790,2377,SEA,"Seattle, WA",LAX,"Los Angeles, CA",600,557.0,-3.0,13.0,8.0,849,829.0,-20.0,0.0,,0.0,,,,,
7040,2019-03-28,19790,2281,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2041,2040.0,-1.0,10.0,10.0,2325,2314.0,-11.0,0.0,,0.0,,,,,
7041,2019-03-28,20304,5608,LAX,"Los Angeles, CA",SEA,"Seattle, WA",835,832.0,-3.0,20.0,8.0,1151,1113.0,-38.0,0.0,,0.0,,,,,
7042,2019-03-29,20409,464,SEA,"Seattle, WA",JFK,"New York, NY",1309,1302.0,-7.0,14.0,14.0,2134,2126.0,-8.0,0.0,,0.0,,,,,
7043,2019-03-29,20409,63,JFK,"New York, NY",SEA,"Seattle, WA",831,830.0,-1.0,39.0,6.0,1159,1139.0,-20.0,0.0,,0.0,,,,,
7044,2019-03-29,20409,263,JFK,"New York, NY",SEA,"Seattle, WA",1719,1711.0,-8.0,18.0,10.0,2049,2000.0,-49.0,0.0,,0.0,,,,,
7045,2019-03-29,20409,264,SEA,"Seattle, WA",JFK,"New York, NY",2200,2155.0,-5.0,13.0,8.0,620,611.0,-9.0,0.0,,0.0,,,,,
7046,2019-03-29,19930,7,JFK,"New York, NY",SEA,"Seattle, WA",700,656.0,-4.0,16.0,3.0,1025,953.0,-32.0,0.0,,0.0,,,,,
7047,2019-03-29,19790,1307,SEA,"Seattle, WA",JFK,"New York, NY",1130,1121.0,-9.0,23.0,13.0,1955,1954.0,-1.0,0.0,,0.0,,,,,
7048,2019-03-29,19930,349,JFK,"New York, NY",SEA,"Seattle, WA",900,853.0,-7.0,25.0,8.0,1225,1153.0,-32.0,0.0,,0.0,,,,,
7049,2019-03-29,19930,426,SEA,"Seattle, WA",JFK,"New York, NY",1345,1340.0,-5.0,19.0,12.0,2220,2207.0,-13.0,0.0,,0.0,,,,,
7050,2019-03-29,19930,628,SEA,"Seattle, WA",JFK,"New York, NY",705,659.0,-6.0,19.0,6.0,1540,1514.0,-26.0,0.0,,0.0,,,,,
7051,2019-03-29,19930,1063,JFK,"New York, NY",SEA,"Seattle, WA",1855,1940.0,45.0,39.0,12.0,2225,2259.0,34.0,0.0,,0.0,0.0,0.0,0.0,0.0,34.0
7052,2019-03-29,19790,824,SEA,"Seattle, WA",JFK,"New York, NY",2243,2251.0,8.0,14.0,20.0,700,731.0,31.0,0.0,,0.0,8.0,0.0,23.0,0.0,0.0
7053,2019-03-29,19790,1120,SEA,"Seattle, WA",JFK,"New York, NY",1545,1543.0,-2.0,18.0,5.0,5,2352.0,-13.0,0.0,,0.0,,,,,
7054,2019-03-29,19790,2218,SEA,"Seattle, WA",JFK,"New York, NY",740,739.0,-1.0,17.0,20.0,1606,1600.0,-6.0,0.0,,0.0,,,,,
7055,2019-03-29,19790,2950,JFK,"New York, NY",SEA,"Seattle, WA",1815,1809.0,-6.0,23.0,11.0,2145,2116.0,-29.0,0.0,,0.0,,,,,
7056,2019-03-29,19790,128,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1029,1039.0,10.0,14.0,9.0,1317,1307.0,-10.0,0.0,,0.0,,,,,
7057,2019-03-29,19930,18,SEA,"Seattle, WA",JFK,"New York, NY",2200,2209.0,9.0,17.0,11.0,625,646.0,21.0,0.0,,0.0,9.0,0.0,12.0,0.0,0.0
7058,2019-03-29,19790,129,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1159,1157.0,-2.0,14.0,5.0,1454,1435.0,-19.0,0.0,,0.0,,,,,
7059,2019-03-29,19930,457,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1735,1731.0,-4.0,19.0,9.0,2030,2018.0,-12.0,0.0,,0.0,,,,,
7060,2019-03-29,19930,1158,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1020,1014.0,-6.0,18.0,8.0,1315,1240.0,-35.0,0.0,,0.0,,,,,
7061,2019-03-29,19930,310,SEA,"Seattle, WA",LAX,"Los Angeles, CA",800,751.0,-9.0,22.0,29.0,1055,1045.0,-10.0,0.0,,0.0,,,,,
7062,2019-03-29,19930,400,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1630,1622.0,-8.0,19.0,11.0,1920,1856.0,-24.0,0.0,,0.0,,,,,
7063,2019-03-29,19930,403,LAX,"Los Angeles, CA",SEA,"Seattle, WA",600,556.0,-4.0,14.0,10.0,855,844.0,-11.0,0.0,,0.0,,,,,
7064,2019-03-29,19930,404,SEA,"Seattle, WA",LAX,"Los Angeles, CA",600,647.0,47.0,16.0,11.0,855,918.0,23.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0
7066,2019-03-29,19930,428,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1555,1549.0,-6.0,19.0,11.0,1845,1829.0,-16.0,0.0,,0.0,,,,,
7067,2019-03-29,19930,439,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1645,1638.0,-7.0,20.0,16.0,1940,1929.0,-11.0,0.0,,0.0,,,,,
7068,2019-03-29,19930,442,SEA,"Seattle, WA",LAX,"Los Angeles, CA",900,900.0,0.0,14.0,15.0,1155,1133.0,-22.0,0.0,,0.0,,,,,
7069,2019-03-29,19790,2955,JFK,"New York, NY",SEA,"Seattle, WA",1615,1609.0,-6.0,14.0,8.0,1951,1904.0,-47.0,0.0,,0.0,,,,,
7070,2019-03-29,19930,1424,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1445,1502.0,17.0,13.0,28.0,1735,1749.0,14.0,0.0,,0.0,,,,,
7071,2019-03-29,19930,460,SEA,"Seattle, WA",LAX,"Los Angeles, CA",700,659.0,-1.0,16.0,15.0,950,934.0,-16.0,0.0,,0.0,,,,,
7072,2019-03-29,19930,467,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1940,1939.0,-1.0,24.0,8.0,2235,2226.0,-9.0,0.0,,0.0,,,,,
7073,2019-03-29,19930,477,LAX,"Los Angeles, CA",SEA,"Seattle, WA",955,1015.0,20.0,24.0,5.0,1250,1301.0,11.0,0.0,,0.0,,,,,
7074,2019-03-29,19930,487,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2040,2055.0,15.0,30.0,8.0,2335,2349.0,14.0,0.0,,0.0,,,,,
7075,2019-03-29,19930,531,LAX,"Los Angeles, CA",SEA,"Seattle, WA",855,848.0,-7.0,32.0,9.0,1150,1146.0,-4.0,0.0,,0.0,,,,,
7076,2019-03-29,19930,1033,SEA,"Seattle, WA",LAX,"Los Angeles, CA",500,458.0,-2.0,17.0,9.0,750,727.0,-23.0,0.0,,0.0,,,,,
7077,2019-03-29,19930,1043,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1930,1929.0,-1.0,21.0,11.0,2220,2208.0,-12.0,0.0,,0.0,,,,,
7078,2019-03-29,19930,1048,LAX,"Los Angeles, CA",SEA,"Seattle, WA",700,704.0,4.0,21.0,10.0,955,956.0,1.0,0.0,,0.0,,,,,
7079,2019-03-29,19930,1052,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1530,1522.0,-8.0,18.0,10.0,1825,1810.0,-15.0,0.0,,0.0,,,,,
7080,2019-03-29,19930,1056,SEA,"Seattle, WA",LAX,"Los Angeles, CA",2130,2210.0,40.0,38.0,7.0,20,101.0,41.0,0.0,,0.0,0.0,0.0,1.0,0.0,40.0
7081,2019-03-29,19930,465,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1155,1205.0,10.0,37.0,7.0,1450,1506.0,16.0,0.0,,0.0,0.0,0.0,6.0,0.0,10.0
7082,2019-03-29,19790,2978,JFK,"New York, NY",SEA,"Seattle, WA",1125,1158.0,33.0,17.0,7.0,1440,1438.0,-2.0,0.0,,0.0,,,,,
7083,2019-03-29,19790,2954,JFK,"New York, NY",SEA,"Seattle, WA",710,703.0,-7.0,19.0,10.0,1035,1006.0,-29.0,0.0,,0.0,,,,,
7084,2019-03-29,19790,2432,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1900,1857.0,-3.0,19.0,10.0,2147,2142.0,-5.0,0.0,,0.0,,,,,
7085,2019-03-29,19790,2643,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1515,1511.0,-4.0,23.0,7.0,1752,1749.0,-3.0,0.0,,0.0,,,,,
7086,2019-03-29,20304,5384,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1235,1231.0,-4.0,17.0,10.0,1528,1506.0,-22.0,0.0,,0.0,,,,,
7087,2019-03-29,20304,5475,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1510,1503.0,-7.0,19.0,9.0,1810,1757.0,-13.0,0.0,,0.0,,,,,
7088,2019-03-29,20304,5608,LAX,"Los Angeles, CA",SEA,"Seattle, WA",835,830.0,-5.0,22.0,6.0,1151,1121.0,-30.0,0.0,,0.0,,,,,
7089,2019-03-29,20304,5703,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1900,1854.0,-6.0,17.0,27.0,2153,2149.0,-4.0,0.0,,0.0,,,,,
7090,2019-03-29,19690,21,SEA,"Seattle, WA",HNL,"Honolulu, HI",900,858.0,-2.0,12.0,40.0,1215,1253.0,38.0,0.0,,0.0,38.0,0.0,0.0,0.0,0.0
7091,2019-03-29,19790,2218,HNL,"Honolulu, HI",SEA,"Seattle, WA",2218,2209.0,-9.0,18.0,8.0,710,631.0,-39.0,0.0,,0.0,,,,,
7092,2019-03-29,19790,2215,SEA,"Seattle, WA",HNL,"Honolulu, HI",1732,1735.0,3.0,17.0,7.0,2103,2057.0,-6.0,0.0,,0.0,,,,,
7093,2019-03-29,19790,1947,HNL,"Honolulu, HI",SEA,"Seattle, WA",1315,1314.0,-1.0,24.0,8.0,2202,2146.0,-16.0,0.0,,0.0,,,,,
7094,2019-03-29,19790,1887,SEA,"Seattle, WA",HNL,"Honolulu, HI",825,830.0,5.0,21.0,5.0,1156,1153.0,-3.0,0.0,,0.0,,,,,
7095,2019-03-29,19790,2627,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1854,1909.0,15.0,13.0,7.0,2130,2133.0,3.0,0.0,,0.0,,,,,
7096,2019-03-29,19930,903,HNL,"Honolulu, HI",SEA,"Seattle, WA",1055,1112.0,17.0,24.0,7.0,1945,1937.0,-8.0,0.0,,0.0,,,,,
7097,2019-03-29,19930,1781,LAX,"Los Angeles, CA",SEA,"Seattle, WA",800,812.0,12.0,21.0,6.0,1055,1103.0,8.0,0.0,,0.0,,,,,
7098,2019-03-29,19930,853,SEA,"Seattle, WA",HNL,"Honolulu, HI",825,823.0,-2.0,27.0,3.0,1155,1203.0,8.0,0.0,,0.0,,,,,
7099,2019-03-29,19930,852,HNL,"Honolulu, HI",SEA,"Seattle, WA",1335,1340.0,5.0,26.0,8.0,2225,2215.0,-10.0,0.0,,0.0,,,,,
7100,2019-03-29,19790,748,SEA,"Seattle, WA",AUS,"Austin, TX",1750,1746.0,-4.0,11.0,6.0,2351,2322.0,-29.0,0.0,,0.0,,,,,
7101,2019-03-29,19790,635,AUS,"Austin, TX",SEA,"Seattle, WA",615,614.0,-1.0,14.0,13.0,900,832.0,-28.0,0.0,,0.0,,,,,
7102,2019-03-29,19930,1793,AUS,"Austin, TX",SEA,"Seattle, WA",1955,1949.0,-6.0,10.0,12.0,2230,2216.0,-14.0,0.0,,0.0,,,,,
7103,2019-03-29,19930,1163,AUS,"Austin, TX",SEA,"Seattle, WA",620,613.0,-7.0,11.0,12.0,900,822.0,-38.0,0.0,,0.0,,,,,
7104,2019-03-29,19930,1146,SEA,"Seattle, WA",AUS,"Austin, TX",1745,1806.0,21.0,14.0,4.0,2345,2343.0,-2.0,0.0,,0.0,,,,,
7105,2019-03-29,19930,1144,SEA,"Seattle, WA",AUS,"Austin, TX",750,744.0,-6.0,33.0,5.0,1355,1348.0,-7.0,0.0,,0.0,,,,,
7106,2019-03-29,19930,1474,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1750,1820.0,30.0,33.0,18.0,2040,2123.0,43.0,0.0,,0.0,0.0,0.0,13.0,0.0,30.0
7107,2019-03-29,19930,900,HNL,"Honolulu, HI",SEA,"Seattle, WA",1900,1947.0,47.0,25.0,4.0,355,417.0,22.0,0.0,,0.0,22.0,0.0,0.0,0.0,0.0
7108,2019-03-29,19790,2616,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1715,1725.0,10.0,10.0,24.0,1956,2003.0,7.0,0.0,,0.0,,,,,
7109,2019-03-29,19930,818,HNL,"Honolulu, HI",SEA,"Seattle, WA",2205,2212.0,7.0,25.0,7.0,650,643.0,-7.0,0.0,,0.0,,,,,
7110,2019-03-29,19790,2414,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1705,1704.0,-1.0,16.0,9.0,1958,1946.0,-12.0,0.0,,0.0,,,,,
7111,2019-03-29,19930,145,SEA,"Seattle, WA",HNL,"Honolulu, HI",1735,1738.0,3.0,16.0,6.0,2105,2111.0,6.0,0.0,,0.0,,,,,
7112,2019-03-29,19930,1924,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1840,1902.0,22.0,19.0,17.0,2135,2203.0,28.0,0.0,,0.0,22.0,0.0,6.0,0.0,0.0
7113,2019-03-29,19930,1789,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1320,1317.0,-3.0,20.0,12.0,1615,1612.0,-3.0,0.0,,0.0,,,,,
7114,2019-03-29,19930,1787,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1055,1058.0,3.0,25.0,15.0,1350,1406.0,16.0,0.0,,0.0,0.0,0.0,16.0,0.0,0.0
7115,2019-03-29,19930,1786,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1150,1146.0,-4.0,23.0,9.0,1445,1424.0,-21.0,0.0,,0.0,,,,,
7116,2019-03-29,19805,1471,SEA,"Seattle, WA",MIA,"Miami, FL",2105,2113.0,8.0,13.0,3.0,550,552.0,2.0,0.0,,0.0,,,,,
7117,2019-03-29,19805,305,MIA,"Miami, FL",SEA,"Seattle, WA",1958,1957.0,-1.0,16.0,10.0,2348,2258.0,-50.0,0.0,,0.0,,,,,
7118,2019-03-29,19930,851,SEA,"Seattle, WA",HNL,"Honolulu, HI",1205,1248.0,43.0,10.0,5.0,1535,1626.0,51.0,0.0,,0.0,43.0,0.0,8.0,0.0,0.0
7119,2019-03-29,19790,540,SEA,"Seattle, WA",LAX,"Los Angeles, CA",2050,2050.0,0.0,19.0,11.0,2328,2322.0,-6.0,0.0,,0.0,,,,,
7120,2019-03-29,19690,22,HNL,"Honolulu, HI",SEA,"Seattle, WA",1305,1308.0,3.0,19.0,13.0,2140,2141.0,1.0,0.0,,0.0,,,,,
7121,2019-03-29,19790,1390,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1407,1409.0,2.0,10.0,9.0,1700,1649.0,-11.0,0.0,,0.0,,,,,
7122,2019-03-29,19790,1890,LAX,"Los Angeles, CA",SEA,"Seattle, WA",600,554.0,-6.0,26.0,8.0,859,852.0,-7.0,0.0,,0.0,,,,,
7124,2019-03-29,19790,2107,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1130,1144.0,14.0,27.0,6.0,1415,1427.0,12.0,0.0,,0.0,,,,,
7125,2019-03-29,19790,2137,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1357,1353.0,-4.0,18.0,5.0,1637,1618.0,-19.0,0.0,,0.0,,,,,
7126,2019-03-29,19790,2153,SEA,"Seattle, WA",LAX,"Los Angeles, CA",755,754.0,-1.0,34.0,8.0,1039,1038.0,-1.0,0.0,,0.0,,,,,
7127,2019-03-29,19790,2264,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1510,1528.0,18.0,16.0,7.0,1803,1814.0,11.0,0.0,,0.0,,,,,
7128,2019-03-29,19790,2281,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2041,2049.0,8.0,10.0,7.0,2325,2323.0,-2.0,0.0,,0.0,,,,,
7129,2019-03-29,19790,2377,SEA,"Seattle, WA",LAX,"Los Angeles, CA",600,607.0,7.0,19.0,9.0,849,838.0,-11.0,0.0,,0.0,,,,,
7130,2019-03-29,19790,553,LAX,"Los Angeles, CA",SEA,"Seattle, WA",929,928.0,-1.0,15.0,7.0,1226,1207.0,-19.0,0.0,,0.0,,,,,
7131,2019-03-30,19690,21,SEA,"Seattle, WA",HNL,"Honolulu, HI",900,857.0,-3.0,9.0,11.0,1215,1207.0,-8.0,0.0,,0.0,,,,,
7132,2019-03-30,19690,22,HNL,"Honolulu, HI",SEA,"Seattle, WA",1305,1327.0,22.0,11.0,6.0,2140,2137.0,-3.0,0.0,,0.0,,,,,
7133,2019-03-30,19930,145,SEA,"Seattle, WA",HNL,"Honolulu, HI",1735,1742.0,7.0,11.0,16.0,2105,2103.0,-2.0,0.0,,0.0,,,,,
7135,2019-03-30,19930,1063,JFK,"New York, NY",SEA,"Seattle, WA",1855,1945.0,50.0,43.0,6.0,2225,2252.0,27.0,0.0,,0.0,0.0,0.0,0.0,0.0,27.0
7136,2019-03-30,19930,1052,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1530,1534.0,4.0,12.0,12.0,1825,1816.0,-9.0,0.0,,0.0,,,,,
7137,2019-03-30,19930,477,LAX,"Los Angeles, CA",SEA,"Seattle, WA",955,954.0,-1.0,16.0,6.0,1250,1236.0,-14.0,0.0,,0.0,,,,,
7138,2019-03-30,19790,824,SEA,"Seattle, WA",JFK,"New York, NY",2246,2239.0,-7.0,12.0,16.0,700,714.0,14.0,0.0,,0.0,,,,,
7139,2019-03-30,19790,2643,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1515,1515.0,0.0,15.0,9.0,1752,1739.0,-13.0,0.0,,0.0,,,,,
7140,2019-03-30,19790,2627,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1854,1927.0,33.0,11.0,6.0,2130,2147.0,17.0,0.0,,0.0,2.0,0.0,0.0,0.0,15.0
7141,2019-03-30,19790,2432,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2000,1953.0,-7.0,13.0,43.0,2244,2306.0,22.0,0.0,,0.0,0.0,0.0,22.0,0.0,0.0
7142,2019-03-30,19790,2414,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1705,1702.0,-3.0,11.0,7.0,1953,1943.0,-10.0,0.0,,0.0,,,,,
7143,2019-03-30,19790,2377,SEA,"Seattle, WA",LAX,"Los Angeles, CA",600,554.0,-6.0,22.0,10.0,849,824.0,-25.0,0.0,,0.0,,,,,
7144,2019-03-30,19790,2264,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1510,1554.0,44.0,12.0,8.0,1800,1833.0,33.0,0.0,,0.0,0.0,0.0,0.0,0.0,33.0
7145,2019-03-30,19790,1906,LAX,"Los Angeles, CA",SEA,"Seattle, WA",750,751.0,1.0,10.0,11.0,1045,1038.0,-7.0,0.0,,0.0,,,,,
7146,2019-03-30,19790,841,SEA,"Seattle, WA",LAX,"Los Angeles, CA",940,944.0,4.0,24.0,7.0,1224,1213.0,-11.0,0.0,,0.0,,,,,
7147,2019-03-30,19790,129,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1100,1101.0,1.0,8.0,11.0,1348,1337.0,-11.0,0.0,,0.0,,,,,
7148,2019-03-30,19790,128,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1200,1153.0,-7.0,19.0,6.0,1448,1421.0,-27.0,0.0,,0.0,,,,,
7149,2019-03-30,19930,1789,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1320,1317.0,-3.0,19.0,8.0,1615,1601.0,-14.0,0.0,,0.0,,,,,
7150,2019-03-30,19930,1786,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1150,1158.0,8.0,21.0,9.0,1445,1431.0,-14.0,0.0,,0.0,,,,,
7151,2019-03-30,19930,1781,LAX,"Los Angeles, CA",SEA,"Seattle, WA",800,752.0,-8.0,22.0,10.0,1055,1043.0,-12.0,0.0,,0.0,,,,,
7153,2019-03-30,19930,1056,SEA,"Seattle, WA",LAX,"Los Angeles, CA",2130,2125.0,-5.0,17.0,11.0,20,2351.0,-29.0,0.0,,0.0,,,,,
7154,2019-03-30,19930,851,SEA,"Seattle, WA",HNL,"Honolulu, HI",1205,1210.0,5.0,14.0,9.0,1535,1546.0,11.0,0.0,,0.0,,,,,
7155,2019-03-30,19930,1048,LAX,"Los Angeles, CA",SEA,"Seattle, WA",700,709.0,9.0,16.0,15.0,955,1000.0,5.0,0.0,,0.0,,,,,
7156,2019-03-30,19930,1043,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1930,1922.0,-8.0,12.0,14.0,2220,2150.0,-30.0,0.0,,0.0,,,,,
7157,2019-03-30,19930,918,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1840,1838.0,-2.0,7.0,24.0,2130,2112.0,-18.0,0.0,,0.0,,,,,
7158,2019-03-30,19930,487,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2040,2104.0,24.0,22.0,6.0,2335,2350.0,15.0,0.0,,0.0,15.0,0.0,0.0,0.0,0.0
7159,2019-03-30,19930,474,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1750,1741.0,-9.0,20.0,56.0,2040,2100.0,20.0,0.0,,0.0,0.0,0.0,20.0,0.0,0.0
7160,2019-03-30,19930,853,SEA,"Seattle, WA",HNL,"Honolulu, HI",825,821.0,-4.0,23.0,5.0,1155,1205.0,10.0,0.0,,0.0,,,,,
